,id,lat,lon,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
0,5dmWZ4uqAU4kpJw0AEc/Hw==,-34.62322617,-58.40097809,San Cristobal,7.0,6.0,534.0,384.0,470000.0,Casa
1,kFa6ndbLuJ2k2zfzI1fY3A==,-34.5617518,-58.4612054,Belgrano,1.0,1.0,25.0,25.0,60000.0,Departamento
2,S0fct9jgpfmuqmOaPntC/Q==,-34.61750793,-58.38438797,Monserrat,1.0,1.0,40.0,40.0,82500.0,Departamento
3,sduUfHxdOh9PuRwJruEcyA==,-34.61750793,-58.38438797,San Telmo,1.0,1.0,40.0,40.0,82500.0,Departamento
4,Tl1ebIQJyPOXV2XJMEImQg==,-34.61750793,-58.38438797,Constitución,1.0,1.0,40.0,40.0,82500.0,Departamento
5,Uqkq0lwQte6lujD2Zp1kIQ==,-34.5586533,-58.446043,Belgrano,2.0,1.0,37.0,34.0,195000.0,PH
6,nikVbADtlsl4AU9FbEmjdw==,-34.5797648,-58.4358085,Palermo,2.0,1.0,77.0,40.0,145000.0,Departamento
7,9t0mVH2lqn5LvSzkFXfJGA==,-34.5890045,-58.3986117,Recoleta,2.0,1.0,60.0,60.0,210000.0,Departamento
8,EJD/Od6QOYLgONQq/a1XFg==,-34.5562788406,-58.4625067688,Belgrano,1.0,1.0,40.0,40.0,110000.0,Departamento
9,UaZ1NXI8hry8Wi0KJ/xiTw==,-34.5570994,-58.4731705,Nuñez,2.0,2.0,75.0,53.0,160000.0,Departamento
10,kwqVmicRFAemC1xf11DB3g==,-34.5754877,-58.4062649,Palermo,2.0,1.0,71.0,56.0,290000.0,Departamento
11,g+c84XjSI54uHCRj2fTVYA==,-34.5774132,-58.4227049,Palermo,2.0,1.0,57.0,57.0,215000.0,Departamento
12,JplcT7XMrQxc+Ba+Xo8Tjg==,-34.5570994,-58.4731705,Belgrano,2.0,2.0,75.0,53.0,160000.0,Departamento
13,wYQvnyjYy7Z2E0XNkLneGA==,-34.5628094,-58.4767578,Congreso,2.0,1.0,49.0,46.0,74000.0,Departamento
14,+kMz2tLvCR+yzvt4V3UJXA==,-34.5480342,-58.4730806,Saavedra,1.0,1.0,44.0,38.0,92000.0,Departamento
15,5WOhu6n1dSQfgnQTy2gZCA==,-34.6277079,-58.4522289,Caballito,2.0,1.0,31.0,26.0,53000.0,Departamento
16,SvMhNfpTkWoijqS1d/FPzw==,-34.5692179,-58.4535119,Colegiales,2.0,1.0,34.0,34.0,120000.0,Departamento
17,p6OxFJz6BPPjbyml1PEArw==,-34.5711201264,-58.4821832097,Villa Urquiza,1.0,1.0,37.0,31.0,79000.0,Departamento
18,90GBxMmvHrpRgN5JRhbi8A==,-34.5718453,-58.5017215,Villa Urquiza,2.0,1.0,44.0,44.0,70000.0,Departamento
19,wLiRCTjJImtdapaYbTYOSg==,-34.6067909,-58.4698426,Villa General Mitre,2.0,1.0,36.0,31.0,94000.0,Departamento
20,HoZgYaZOlyRmCK5mCs2BUg==,-34.6153579,-58.4127895,Almagro,3.0,1.0,58.0,58.0,122000.0,Departamento
21,fSahXfAnKBuNE1e2OFRFuQ==,-34.5545188,-58.4915986,Saavedra,2.0,2.0,69.0,52.0,145000.0,Departamento
22,tuJa816RXnxgmmoxN4TKoA==,-34.5779782,-58.4119079,Palermo,4.0,2.0,155.0,155.0,620000.0,Departamento
23,5+BmCgUTgla1CSzyDO6vtg==,-34.5620422,-58.4637617,Belgrano,3.0,2.0,97.0,72.0,310000.0,Departamento
24,W8BwZAFfWvog3KQbRm8oqw==,-34.5815639,-58.4939498,Villa Pueyrredón,3.0,2.0,78.0,70.0,168000.0,Departamento
25,5A3XyvtNwPL/r4GLVpYbnA==,-34.5570186566,-58.4667102884,Belgrano,7.0,10.0,580.0,531.0,1150000.0,Casa
26,hzDt/4+J/mewu14Q2TiDGg==,-34.64179993,-58.44943619,Flores,4.0,4.0,320.0,250.0,205000.0,Casa
27,6ut01NvprTMCNhgB34lNug==,-34.61092377,-58.51108551,Villa Devoto,3.0,2.0,113.0,70.0,230000.0,Casa
28,aRte9xOFvN33eAoeqfobGA==,-34.60749435,-58.51198959,Villa Devoto,2.0,1.0,90.0,58.0,155000.0,Casa
29,GhCNzfHzMF1P3HKcvi/z2w==,-34.59643173,-58.41149902,Palermo,1.0,1.0,32.0,28.0,95000.0,Departamento
30,D/k6hEeOocTXyJGt73d6bw==,-34.633461,-58.37016678,Barracas,1.0,1.0,27.0,27.0,60000.0,Departamento
31,ePhdu6sWhXZc2nEU5F3qzw==,-34.61364746,-58.39085388,Monserrat,2.0,1.0,60.0,60.0,108000.0,Departamento
32,hFbjp3G9sWADzkyGK+J//w==,-34.6164316,-58.5294459,Villa Real,3.0,1.0,90.0,90.0,265000.0,Casa
33,D3Gzl4yD2Tq2ArI492syGQ==,-34.5791527,-58.4324113,Palermo,2.0,1.0,50.0,45.0,165000.0,Departamento
34,q2d9plJAFMxdAFxc9TcBCA==,-34.6034851,-58.4459029,Villa Crespo,3.0,1.0,70.0,49.0,155000.0,PH
35,GPfTLR7QW4OQyvmXvD815A==,-34.5731512,-58.4192075,Palermo,3.0,2.0,120.0,110.0,395000.0,Departamento
36,wVZ/vDJMt+l8dJ0kVAU5Eg==,-34.63667679,-58.36465836,Boca,1.0,1.0,61.0,52.0,87500.0,Departamento
37,8KCroGvW70KDo9/5qGKJAQ==,-34.63667679,-58.36465836,Boca,1.0,1.0,61.0,52.0,82500.0,Departamento
38,+hMDHeyilBwgnfgMhW9gJw==,-34.63667679,-58.36465836,Boca,1.0,1.0,61.0,52.0,85000.0,Departamento
39,GpfKlMpwEC6zDHIrUR6rwA==,-34.63667679,-58.36465836,Boca,1.0,1.0,61.0,52.0,90000.0,Departamento
40,FBhEw2q/SL0ns87QWZtdXg==,-34.5817099,-58.4335949,Palermo,1.0,1.0,33.0,30.0,120000.0,Departamento
41,pQxK3IhTCLEiSjCVI+9VAg==,-34.5916661,-58.5075079,Villa Devoto,1.0,1.0,37.0,34.0,79000.0,Departamento
42,MNnNMBb1xFbpDnbg8O818A==,-34.5793297,-58.4767604,Villa Urquiza,1.0,1.0,40.0,34.0,115000.0,Departamento
43,36nH9RyCKKSmmaOkLV/VGQ==,-34.5705179,-58.4914578,Villa Urquiza,1.0,1.0,34.0,30.0,110000.0,Departamento
44,CR0oIPOaTg30NYpSqDGTIQ==,-34.5938,-58.4955359,Villa Pueyrredón,2.0,1.0,52.0,39.0,120000.0,PH
45,206X4weK3EMibrNLsFeq4g==,-34.62591553,-58.45741272,Flores,2.0,2.0,68.0,65.0,165000.0,Departamento
46,12LXxMH8MpyvNSdVgjSVZA==,-34.57806396,-58.42653275,Villa Crespo,2.0,1.0,80.0,80.0,160000.0,Departamento
47,aetO8OgMkAvRyMaAh0Xe0w==,-34.5909023,-58.5072739,Villa Devoto,2.0,1.0,43.0,38.0,95000.0,Departamento
48,LaF40iqFCBnBGHzE7bV34w==,-34.5909023,-58.5072739,Villa Devoto,2.0,1.0,43.0,38.0,88900.0,Departamento
49,Cir9wOYV/fClfRV66ao3Eg==,-34.5909023,-58.5072739,Villa Devoto,2.0,1.0,43.0,38.0,98900.0,Departamento
50,1I51zASeTDxh+fBqyrY+kg==,-34.5938,-58.4955359,Villa Pueyrredón,2.0,1.0,52.0,39.0,120000.0,Departamento
51,6Mpla4r/W8DThmIcwvLiKw==,-34.5823197,-58.498195,Villa Pueyrredón,2.0,1.0,45.0,42.0,138000.0,Departamento
52,fhiq6AULUvWvNRNMKN5DOg==,-34.609545,-58.49407,Villa del Parque,3.0,1.0,123.0,64.0,195000.0,PH
53,8CnK1IaMFG/fPQWysAwQmw==,-34.6041875,-58.3995898,Once,3.0,1.0,58.0,55.0,68000.0,Departamento
54,XZU/WlvYiNpw3kA73P1/Yw==,-34.5937908683,-58.4280145323,Almagro,3.0,1.0,65.0,57.0,133000.0,Departamento
55,W6km0IdVGt3F+Ie3P3saAQ==,-34.5937908683,-58.4280145323,Palermo,3.0,1.0,65.0,57.0,133000.0,Departamento
56,GDQjx5bbA2k+y9b/+JEYtg==,-34.59597778,-58.39313126,Recoleta,3.0,3.0,114.0,114.0,370000.0,Departamento
57,8p3DZP4L7SNQyLNZSmdD5g==,-34.5900555,-58.4493062,Chacarita,3.0,2.0,92.0,64.0,220000.0,Departamento
58,dt3nnwNbfvrfDFi6i7iD3A==,-34.5900555,-58.4493062,Chacarita,3.0,2.0,92.0,64.0,195000.0,Departamento
59,mEaTFw/3giz1yx35CrDaHA==,-34.588383,-58.4009173,Barrio Norte,3.0,1.0,75.0,75.0,225000.0,Departamento
60,uFCY4cm6fOBya6i0MwUdTw==,-34.6030338,-58.4379364,Villa Crespo,3.0,1.0,50.0,50.0,123000.0,Departamento
61,OCwmY1nXmRDpyrLzQmsCtQ==,-34.5937908683,-58.4280145323,Villa Crespo,3.0,1.0,65.0,57.0,133000.0,Departamento
62,LWsMMItgf0o8s5ixs/xjag==,-34.5909023,-58.5072739,Villa Devoto,3.0,1.0,65.0,56.0,150200.0,Departamento
63,2ROzNok2Y51qNjDbUvZPog==,-34.5916661,-58.5075079,Villa Devoto,3.0,2.0,116.0,95.0,249000.0,Departamento
64,ErShNJTGszdHET6XcUNEbg==,-34.5909023,-58.5072739,Villa Devoto,3.0,1.0,61.0,51.0,113500.0,Departamento
65,ZMuucTVRK5+I1u6BUlfFAQ==,-34.5909023,-58.5072739,Villa Devoto,3.0,1.0,83.0,56.0,147400.0,Departamento
66,KcyyrOlR8hCGSnvFwZNSEQ==,-34.5931009,-58.5178303,Villa Devoto,3.0,1.0,55.0,55.0,135000.0,Departamento
67,IPlzi47XkAE3GcVS/sNLcw==,-34.5909023,-58.5072739,Villa Devoto,3.0,1.0,65.0,56.0,159900.0,Departamento
68,WIBTRI3IupMMmoaxqLQ3mw==,-34.5910403,-58.5083369,Villa Devoto,3.0,1.0,58.0,52.0,160000.0,Departamento
69,D+gZ8O1ybHMwHvKGkRwxAQ==,-34.5909023,-58.5072739,Villa Devoto,3.0,1.0,65.0,56.0,156600.0,Departamento
70,lDLW9grk5H3UNQvWzI3h/g==,-34.5868855,-58.4815007,Villa Urquiza,3.0,2.0,74.0,74.0,198000.0,Departamento
71,HkvSBG9oRfAP4n9c9W+LMA==,-34.5793297,-58.4767604,Villa Urquiza,3.0,1.0,62.0,53.0,179000.0,Departamento
72,FTy6I9QAR0gkpq5NI8v9gg==,-34.5907507,-58.5177686,Villa Devoto,4.0,1.0,101.0,74.0,185000.0,PH
73,eVGM/TozQKjCOUqa74Bs0A==,-34.6295481,-58.4657968,Flores,4.0,2.0,90.0,83.0,209000.0,Departamento
74,PcPJVS0ZDF0msDWMI+RJpg==,-34.5695288791,-58.4495623,Belgrano,4.0,2.0,130.0,130.0,450000.0,Departamento
75,GcnMMqfmNNgviyQ4HkJT8g==,-34.5909023,-58.5072739,Villa Devoto,4.0,2.0,86.0,73.0,189300.0,Departamento
76,wKD2mZEylMF6CwrlGnukmw==,-34.5909023,-58.5072739,Villa Devoto,4.0,2.0,87.0,74.0,186800.0,Departamento
77,7lPh9FyMprjDrYmd5Kqtqw==,-34.5909023,-58.5072739,Villa Devoto,4.0,2.0,86.0,73.0,178800.0,Departamento
78,KAVTDYMMCMeyZZDlNeXADg==,-34.5885481,-58.4008029,Barrio Norte,5.0,2.0,169.0,156.0,415000.0,Departamento
79,WhhO5xyl/hw3mrQ1ZFRabQ==,-34.5794683,-58.4389153,Palermo,1.0,1.0,29.0,25.0,84500.0,Departamento
80,vlOYddCi7YavRlb85tPQgA==,-34.5794683,-58.4389153,Palermo,1.0,1.0,46.0,40.0,133500.0,Departamento
81,6AkrZjqoFeqD+ElCpKf1HA==,-34.588781116,-58.4087912136,Palermo,1.0,1.0,38.0,28.0,105000.0,Departamento
82,lWZ8s04ZuzAUur9utrQsYg==,-34.6183291,-58.5057331,Floresta,2.0,1.0,38.0,33.0,75000.0,Departamento
83,z6aMT36kHjKNQk9dyxsjsw==,-34.6233535,-58.3769918,San Telmo,2.0,1.0,52.0,52.0,82000.0,Departamento
84,/tiqx3jF4eKmE8rsGSGLPg==,-34.5574530582,-58.4663393508,Nuñez,3.0,1.0,53.0,50.0,150000.0,Departamento
85,VPsBZuX8vxxjXUrx/2O8kA==,-34.5654116,-58.4342124,Belgrano,4.0,3.0,138.0,109.0,420000.0,Departamento
86,EUkGg8rgHezRqIVnfKPR2A==,-34.5895246,-58.3949546,Recoleta,5.0,3.0,145.0,81.0,450000.0,Departamento
87,Ww40zgrP/AYPEGTOvtnaDw==,-34.634816,-58.398755,Parque Patricios,3.0,1.0,63.0,55.0,120000.0,Departamento
88,Xx0riAE/Q3FZ70Gw1vTTOA==,-34.6390999,-58.4228221,Boedo,4.0,2.0,196.0,105.0,270000.0,PH
89,pmJB/AVgSsEiZcBKCRgf9w==,-34.6330559,-58.4641666,Flores,1.0,1.0,29.0,27.0,43000.0,Departamento
90,tD0o1adtxn1gSPMAjOxl+w==,-34.5962501,-58.3732333,Retiro,1.0,1.0,32.0,32.0,68000.0,Departamento
91,PLLqnU7qV+s75KxXhp02vA==,-34.6148913,-58.4171929,Almagro,1.0,1.0,27.0,23.0,90000.0,Departamento
92,9ZRyVEg9NUbsbXNQdLgEPw==,-34.6166228,-58.4167428,Almagro,4.0,1.0,70.0,65.0,140000.0,Departamento
93,e/Fkyrc12jOz/51VoRPcCA==,-34.6087475,-58.388401,Congreso,1.0,1.0,60.0,58.0,97500.0,Departamento
94,CXJuogxNEYCVA1hLAJYoxg==,-34.5698383,-58.4870675,Villa Urquiza,1.0,1.0,39.0,36.0,107000.0,Departamento
95,P6iNSQDKlyPpmL8iWgN/uA==,-34.6354444,-58.4097018,Parque Patricios,4.0,1.0,107.0,107.0,120000.0,PH
96,cq4biwK1+UAHvIrqJQZGIw==,-34.6433967076,-58.46838,Parque Avellaneda,2.0,1.0,60.0,60.0,100000.0,Departamento
97,zYMryU9VDtH4KE8/TlMVUg==,-34.5871247,-58.5012811,Villa Pueyrredón,1.0,1.0,35.0,35.0,78000.0,Departamento
98,AF86wrx3412TNhmXarHm4w==,-34.585924077,-58.4990121137,Villa Pueyrredón,1.0,1.0,34.0,30.0,82000.0,Departamento
99,W3A5J0IAIC6e/hEudryCdw==,-34.6305192,-58.4179565,Boedo,2.0,1.0,42.0,40.0,80000.0,Departamento
100,+RUDlHoXOAmGp48IhBhJng==,-34.552623,-58.466839,Nuñez,2.0,1.0,56.0,38.0,149000.0,Departamento
101,s4biO4AO1f/Sfvjwj4ksHg==,-34.6014252,-58.4238389,Almagro,2.0,1.0,33.0,33.0,72000.0,Departamento
102,XinJHsJnaa6XSbbLiCnulA==,-34.5959379,-58.4165247,Palermo,2.0,1.0,59.0,59.0,157093.0,Departamento
103,ZtSnUn2n0H5VLrVFiTl1CA==,-34.5783388,-58.4401756,Palermo,2.0,2.0,45.0,40.0,129000.0,Departamento
104,8VH0YZHcgVoFtZvJZdndQg==,-34.5827017,-58.4325357,Palermo,2.0,2.0,70.0,70.0,210000.0,Departamento
105,IANmmYXSy2jUFPxoD0mlaA==,-34.6320423,-58.3760804,Barracas,2.0,1.0,45.0,40.0,89500.0,Departamento
106,GxzJPCoZR8yMt6eSiNHxPg==,-34.5609198058,-58.4600001185,Belgrano,2.0,1.0,33.0,33.0,89000.0,Departamento
107,Fyq1jJcPeUpWJdiRXMqn1w==,-34.56111,-58.462172,Belgrano,2.0,1.0,58.0,54.0,160000.0,Departamento
108,HjmFJXgXI4VUpSeFls+aMA==,-34.552623,-58.466839,Belgrano,2.0,1.0,56.0,39.0,149000.0,Departamento
109,eqa+SzHUhJa9P5PDl1o2MQ==,-34.593933,-58.397956,Recoleta,1.0,1.0,31.0,31.0,79400.0,Departamento
110,FrlizqK7MCKQQQVgxgvE0A==,-34.6071063,-58.4034515,Balvanera,2.0,1.0,65.0,65.0,95000.0,Departamento
111,1x/eXI/RhB3Enw9by/QjnA==,-34.6560469,-58.4950504,Mataderos,2.0,1.0,66.0,52.0,74900.0,PH
112,j1lXio2zou81YyGJZCjcrA==,-34.625236,-58.3789481,San Telmo,2.0,1.0,48.0,44.0,91099.0,Departamento
113,r05TYK83mQGwohMNFjknZg==,-34.6276166,-58.3758568,San Telmo,2.0,1.0,70.0,70.0,105000.0,Departamento
114,SQfh1SDDA1krZpBkZ/gaXA==,-34.5829253649,-58.4047696791,Barrio Norte,2.0,1.0,41.0,39.0,129000.0,Departamento
115,qvceTYInQmk38u+rCmD73w==,-34.6070250509,-58.3894139529,San Nicolás,1.0,1.0,36.0,36.0,75000.0,Departamento
116,/Fr+QJdxv6UjvnjoczhzZA==,-34.5972616,-58.4452773,Villa Crespo,2.0,1.0,45.0,40.0,110000.0,Departamento
117,fRRkhY8yYgdlYpVkVAqqsA==,-34.6241677,-58.4063137,San Cristobal,2.0,1.0,33.0,33.0,70000.0,Departamento
118,pNQT9IB3v4OOg0uakbIC2g==,-34.5784188,-58.4832083,Villa Urquiza,2.0,1.0,43.0,42.0,90000.0,Departamento
119,7wbht9T+/trOm6+K8yiJWw==,-34.5724683446,-58.4818017483,Villa Urquiza,2.0,1.0,51.0,47.0,125000.0,Departamento
120,lZSc0hUD4wwrXf/UBNwqAQ==,-34.5730337329,-58.4808254242,Villa Urquiza,2.0,1.0,51.0,47.0,125000.0,Departamento
121,eYn5BZlkf8Nr9SyIjNyVvw==,-34.6289681,-58.4104861,Boedo,3.0,1.0,47.0,44.0,100000.0,Departamento
122,t+z0tG1bX0cu9tKiwUAGxw==,-34.632568,-58.465912,Flores,3.0,1.0,60.0,60.0,89900.0,Departamento
123,+SLMo1fRds88KOLT5h8q+g==,-34.6077624758,-58.4174208976,Almagro,3.0,2.0,65.0,60.0,190000.0,Departamento
124,wUuCGODdwhifQIsi8pSsDg==,-34.55682,-58.4727565,Coghlan,4.0,2.0,75.0,65.0,154000.0,PH
125,NSWtD5Y+/PvyUTzDR9W1SQ==,-34.5596412543,-58.4752001693,Coghlan,3.0,1.0,151.0,85.0,249000.0,Casa
126,qt/Z8JXhRrcDAHvyU4jiBg==,-34.5784049,-58.4106819,Palermo,3.0,1.0,74.0,65.0,270000.0,Departamento
127,fOfwhEGrm7GlJLptqo/odw==,-34.5830362,-58.4119725,Palermo,3.0,3.0,116.0,116.0,450000.0,Departamento
128,cys6B0hRJ1TilJOfBals4A==,-34.6572878,-58.4117708,Pompeya,3.0,1.0,116.0,70.0,74000.0,Casa
129,o8qzBmd3ASuxQ2K+PruQIw==,-34.560576,-58.4568,Belgrano,3.0,2.0,117.0,103.0,265000.0,Departamento
130,x/wYS7TUfL1YjyfV2E4Meg==,-34.605074,-58.4528731,Villa Crespo,4.0,2.0,80.0,74.0,175000.0,PH
131,hsTo/bjrhhoKy+YYqvc8CA==,-34.5892784,-58.5175812,Villa Devoto,3.0,2.0,49.0,47.0,109000.0,Departamento
132,PMOAz+1TZEkbHgyXh22rbw==,-34.679438,-58.4904606,Villa Lugano,3.0,1.0,84.0,64.0,59000.0,Departamento
133,SRr8ziHR+keKmvh7klF3Vg==,-34.6374291,-58.4203234,Boedo,4.0,2.0,105.0,105.0,160000.0,PH
134,L2fjsaGp9vZD9djf4Ge7Jg==,-34.6033074,-58.4174695,Almagro,4.0,4.0,150.0,135.0,470000.0,Departamento
135,wTXqmufh9Yx6X7/iu6jBhA==,-34.5782167,-58.4128988,Palermo,4.0,1.0,93.0,90.0,295000.0,Departamento
136,6z+t4IV6ur9YE4oNxyKw5g==,-34.581618,-58.410902,Palermo,4.0,1.0,89.0,89.0,259000.0,Departamento
137,riW7RvGzfp89e+d1zIhWww==,-34.5776011,-58.429389,Palermo,4.0,3.0,103.0,103.0,260000.0,Departamento
138,1oGQ6snwZ9cmREcs2vh9yA==,-34.628229,-58.372045,Barracas,4.0,2.0,84.0,77.0,129900.0,Departamento
139,Pdt8IpkVtB5BDfCiUM1OeQ==,-34.5612597,-58.453201,Belgrano,4.0,2.0,124.0,112.0,350000.0,Departamento
140,NrVZnPc5wP/O1+dzW1yjXA==,-34.5979594,-58.389629,Recoleta,4.0,2.0,120.0,115.0,215000.0,Departamento
141,BHbZEUqCaZq1HcAsJ1nX+A==,-34.6077279,-58.4097195,Balvanera,4.0,1.0,104.0,77.0,99000.0,Departamento
142,mrn5n0Jz3SXj9W2H2Gm0+Q==,-34.622313737,-58.4285438061,Caballito,4.0,2.0,97.0,91.0,318000.0,Departamento
143,wMPVxJzCLWzxq8TiORobYg==,-34.5808882,-58.4542198,Colegiales,4.0,2.0,193.0,107.0,243000.0,PH
144,821H44wum+Oy5Ebyf0GSXA==,-34.5977579,-58.5125692,Villa Devoto,4.0,2.0,123.0,98.0,319000.0,Departamento
145,P9pCY4ZYl4ixk7BWnGqrVw==,-34.6218176,-58.3946176,San Cristobal,4.0,2.0,74.0,70.0,173000.0,Departamento
146,O5YxAcGiQTkIugS/34LECQ==,-34.6323651,-58.389652,Parque Patricios,4.0,2.0,85.0,82.0,174000.0,Departamento
147,0Qup9LkCkXPGkgw/2ZLwvg==,-34.6277765,-58.4134729,Boedo,6.0,3.0,166.0,118.0,250000.0,PH
148,OeLUS7LPByauB3MqxE72uA==,-34.5434803,-58.4614177,Nuñez,5.0,4.0,298.0,250.0,1250000.0,Departamento
149,nKJL+TIxU62WpI3LFPg54A==,-34.5647805,-58.4626527,Belgrano,5.0,3.0,272.0,272.0,850000.0,Departamento
150,99ahSLLSXI1vbafPY/0sOQ==,-34.551626,-58.485684,Saavedra,5.0,3.0,266.0,150.0,325000.0,PH
151,reMdtBZphKLE1a7++XZ50Q==,-34.624097,-58.5141656,Villa Devoto,8.0,2.0,270.0,230.0,394000.0,Casa
152,vdpgRWJ5o0sEKuHyTojZNQ==,-34.547366,-58.451025,Nuñez,8.0,3.0,250.0,250.0,520000.0,Casa
153,YukIRpsUsOPHYGoJVVOxHA==,-34.6271222,-58.5253424,Versalles,6.0,2.0,260.0,185.0,290000.0,Casa
154,koPbm2ALzMHflsKURHPeEw==,-34.59607315,-58.4185524,Palermo,1.0,1.0,46.0,46.0,79000.0,Departamento
155,YqZ80J8Gwk48UJ72Ts0gag==,-34.57240677,-58.4829483,Villa Urquiza,3.0,1.0,80.0,80.0,220000.0,Departamento
156,0zYzHVfM76p9z+E5nhsAWA==,-34.6083,-58.3712,Caballito,2.0,1.0,43.0,39.0,130000.0,Departamento
157,z4sTtPiXN1yaSf21Jx+zLw==,-34.6109562,-58.4493165,Caballito,2.0,1.0,48.0,41.0,138000.0,Departamento
158,yF/BMrTbf8tn7dblhswotQ==,-34.5739079,-58.4822908,Villa Urquiza,2.0,1.0,43.0,40.0,132000.0,Departamento
159,mJ0yJrBCg/Ud+7v4lpqEVQ==,-34.6327139,-58.4577696,Flores,4.0,3.0,138.0,130.0,370000.0,Departamento
160,Tr2Qa+iV2KCg6JfsxqoxSg==,-34.5900832,-58.4186791,Palermo,4.0,2.0,87.0,82.0,220000.0,Departamento
161,Ly6ufBiq48B/2+OGr43RkQ==,-34.5900373,-58.4187848,Barrio Norte,4.0,2.0,87.0,82.0,220000.0,Departamento
162,W4EbajswVFvM457Ne8WMig==,-34.5462928,-58.4583171,Nuñez,3.0,1.0,71.0,62.0,195000.0,Departamento
163,F3FGzoWZnqe+PeSkR17mKA==,-34.568799,-58.4469617,Belgrano,1.0,1.0,36.0,35.0,115000.0,Departamento
164,CMA370MpSWhqFjM5j/K1lw==,-34.5739072,-58.4834868,Villa Urquiza,1.0,1.0,35.0,35.0,99000.0,Departamento
165,NUBwkUOuilhDAASbky9beg==,-34.6432897,-58.4704057,Flores,2.0,1.0,63.0,42.0,110000.0,PH
166,Pe3IKjvGnd9RSTlzSxrjOw==,-34.60865,-58.40887,Once,1.0,1.0,38.0,38.0,110000.0,Departamento
167,XdydkzUAb+5lzVz/9IREpQ==,-34.6432897,-58.4704057,Flores,2.0,1.0,108.0,59.0,170000.0,Departamento
168,o9kTlY6Za7N0aMLLZuS36Q==,-34.5539553,-58.4672179,Nuñez,1.0,1.0,34.0,30.0,149500.0,Departamento
169,hEsj7UC1YwAhlifiVaYrEA==,-34.5983446966,-58.3723646376,Retiro,2.0,2.0,76.0,50.0,149900.0,Departamento
170,4V6WlGuhKdgrR5pAtKyv/g==,-34.5771133,-58.4360832,Palermo,2.0,1.0,33.0,33.0,95000.0,Departamento
171,Cz/brvIbrqpMYqERV6hVnQ==,-34.5656762,-58.4334075,Palermo,2.0,1.0,40.0,40.0,170000.0,Departamento
172,MQRfVdFdKNW6iJ+LIs28VQ==,-34.5792691,-58.4366421,Palermo,2.0,2.0,70.0,55.0,220000.0,Departamento
173,skKf7SQAweKry4ewjfOgXg==,-34.6287538,-58.3759728,Barracas,2.0,1.0,40.0,40.0,89000.0,Departamento
174,BfKMX4N/221ztjAPH/psPw==,-34.6358199,-58.374923,Barracas,2.0,1.0,51.0,47.0,160000.0,Departamento
175,1OtKKW4c6hG2QtbbhCh1IA==,-34.5674633,-58.449964,Belgrano,2.0,1.0,40.0,40.0,119000.0,Departamento
176,qFgtiP1POhcxSO4TQA+wwQ==,-34.5585119,-58.4600407,Belgrano,2.0,1.0,56.0,48.0,135000.0,Departamento
177,sm+zxa5NhdF7MLM3fExFfw==,-34.5703806,-58.4499864,Belgrano,2.0,1.0,35.0,35.0,78500.0,Departamento
178,rflsLtrgyjGn7/gTNz04eA==,-34.6250496,-58.4271303,Caballito,2.0,1.0,37.0,37.0,73000.0,Departamento
179,dBSTYIcuWqyu5jd8vRzi6Q==,-34.5925838,-58.391045,Barrio Norte,2.0,1.0,60.0,60.0,180000.0,Departamento
180,LiCy3RHoHgo4XfZZ5hvsWg==,-34.6108494,-58.3619581,Puerto Madero,2.0,1.0,82.0,82.0,953000.0,Departamento
181,jylvNtwoDtZ48QBOe9NtIQ==,-34.6108494,-58.3619581,Puerto Madero,1.0,1.0,55.0,55.0,672000.0,Departamento
182,V43aTHcej0JIECxV1X7B/A==,-34.5871285,-58.4769159,Villa Urquiza,2.0,1.0,43.0,43.0,115000.0,Departamento
183,0dCiG3ucBldXAKY+dcjlVw==,-34.5819678,-58.4734929,Villa Urquiza,2.0,1.0,57.0,48.0,114000.0,Departamento
184,5J76NSYgaOEI2YxWRU+xwA==,-34.5810083,-58.4493283,Colegiales,3.0,1.0,129.0,75.0,255000.0,PH
185,sqQlQBlgVPrr2MQ2jIOCIQ==,-34.6432897,-58.4704057,Flores,3.0,1.0,101.0,64.0,164000.0,Departamento
186,ZxNUwv16YWPxXmfkoQ3DYg==,-34.6432897,-58.4704057,Flores,3.0,1.0,136.0,84.0,233000.0,Departamento
187,+rETar0AlBpkz9FayXJJkw==,-34.5754948748,-58.4207917727,Palermo,3.0,2.0,86.0,86.0,630000.0,Departamento
188,N74iIiH8AM716TP6X+XFTw==,-34.582386401,-58.4319733778,Palermo,3.0,2.0,78.0,73.0,490000.0,Departamento
189,2bS4b+HnDapzVJ/1YojeZQ==,-34.5911195,-58.3929293,Recoleta,3.0,1.0,61.0,61.0,145000.0,Departamento
190,B3aotTaOxUiIqoSxIcpQ3A==,-34.5925838,-58.391045,Recoleta,3.0,1.0,60.0,60.0,180000.0,Departamento
191,/+dHrv6E1KKyz/gkyv5jIg==,-34.59483,-58.3981961,Barrio Norte,3.0,2.0,90.0,90.0,179000.0,Departamento
192,zg0D/9HUAJ4MHtyAOQSVrg==,-34.5925838,-58.391045,Barrio Norte,3.0,1.0,60.0,60.0,180000.0,Departamento
193,3wv45u7kTTZF4JifypXmdA==,-34.5973475632,-58.4043121884,Barrio Norte,3.0,1.0,57.0,57.0,165000.0,Departamento
194,iV4COBPqFLB8R/eUIFUjFA==,-34.5811671,-58.4310315,Palermo,4.0,2.0,119.0,104.0,395000.0,Departamento
